Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 
Solving...,TA71, ,[' 1'],[' 13681+'],[' 6844'],"[' 1577.837s (Solving', ' 1417.52s 1st Model', ' 1087.41s Unsat', ' 0.00s)']",[' 1575.453s'], ,[' 1091471725'],"[' 2055638  (Analyzed', ' 678186)']","[' 6616     (Average', ' 102.51 Last', ' 148068)']",[' 25937.9 '],"[' 6844     (Average Length', ' 3216.29 Splits', ' 0)']","[' 678186   (Deleted', ' 609840)']","[' 3546     (Ratio', '   0.52%)']","[' 51814    (Ratio', '   7.64%)']","[' 678186   (Average Length', '   51.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 678186   (Average', ' 1389.06 Max', ' 34817 Sum', ' 942039922)']","[' 675844   (Average', ' 1377.70 Max', ' 34817 Sum', ' 934336250 Ratio', '  99.18%)']","[' 2342     (Average', ' 3289.36 Max', ' 6038 Sum', ' 7703672 Ratio', '   0.82%)']", ,[' 453686  '],[' 57298   '],[' 446536  '],[' 316424  '],"[' 949268   (Atom=Atom', ' 272321 Body=Body', ' 147001 Other', ' 529946)']",[' Yes'],"[' 52138    (Eliminated', '    0 Frozen', ' 52138)']","[' 5483     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 27.1333'],[' 0'], ,[' 610.129'],[' 0'],[' 66.2128'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.59576e+09'],[' 2.48136e+09'],[' 0'],[' 2.08912e+10'],[' 0'],[' 0'],[' 2712 '],[' 5150 '],[' 7110 ']
Solving...,TA72, ,[' 1'],[' 4661+'],[' 2334'],"[' 654.041s (Solving', ' 623.22s 1st Model', ' 418.58s Unsat', ' 0.00s)']",[' 653.016s'], ,[' 498877563'],"[' 955540   (Analyzed', ' 756122)']","[' 3475     (Average', ' 217.59 Last', ' 58674)']",[' 13369.3 '],"[' 2334     (Average Length', ' 1166.34 Splits', ' 0)']","[' 756122   (Deleted', ' 694599)']","[' 760      (Ratio', '   0.10%)']","[' 52253    (Ratio', '   6.91%)']","[' 756122   (Average Length', '   43.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 756122   (Average', ' 623.89 Max', ' 21337 Sum', ' 471738133)']","[' 755246   (Average', ' 621.58 Max', ' 21337 Sum', ' 469991526 Ratio', '  99.63%)']","[' 876      (Average', ' 1993.84 Max', ' 2331 Sum', ' 1746607 Ratio', '   0.37%)']", ,[' 437717  '],[' 56769   '],[' 424611  '],[' 302824  '],"[' 908468   (Atom=Atom', ' 261581 Body=Body', ' 144141 Other', ' 502746)']",[' Yes'],"[' 45571    (Eliminated', '    0 Frozen', ' 45571)']","[' 7385     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.57521'],[' 0'], ,[' 237.792'],[' 0'],[' 26.1826'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.09563e+09'],[' 1.0155e+09'],[' 0'],[' 1.10013e+10'],[' 0'],[' 0'],[' 2223 '],[' 16906 '],[' 0 ']
Solving...,TA73, ,[' 1'],[' 13961+'],[' 6984'],"[' 1513.577s (Solving', ' 1350.82s 1st Model', ' 1018.56s Unsat', ' 0.00s)']",[' 1511.109s'], ,[' 1071424873'],"[' 2259340  (Analyzed', ' 729476)']","[' 6725     (Average', ' 108.47 Last', ' 117533)']",[' 26152.6 '],"[' 6984     (Average Length', ' 3252.89 Splits', ' 0)']","[' 729476   (Deleted', ' 656872)']","[' 2967     (Ratio', '   0.41%)']","[' 50940    (Ratio', '   6.98%)']","[' 729476   (Average Length', '   54.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 729476   (Average', ' 1256.86 Max', ' 34908 Sum', ' 916852375)']","[' 727356   (Average', ' 1247.14 Max', ' 34908 Sum', ' 909755547 Ratio', '  99.23%)']","[' 2120     (Average', ' 3347.56 Max', ' 5998 Sum', ' 7096828 Ratio', '   0.77%)']", ,[' 455692  '],[' 57402   '],[' 448423  '],[' 316364  '],"[' 949088   (Atom=Atom', ' 272239 Body=Body', ' 147023 Other', ' 529826)']",[' Yes'],"[' 52120    (Eliminated', '    0 Frozen', ' 52120)']","[' 5463     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 27.3556'],[' 0'], ,[' 577.684'],[' 0'],[' 63.0264'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.41249e+09'],[' 2.30256e+09'],[' 0'],[' 1.9153e+10'],[' 0'],[' 0'],[' 2542 '],[' 4609 '],[' 6930 ']
Solving...,TA74, ,[' 1'],[' 14621+'],[' 7314'],"[' 2600.466s (Solving', ' 2373.58s 1st Model', ' 1900.61s Unsat', ' 0.00s)']",[' 2592.859s'], ,[' 1444213183'],"[' 3796767  (Analyzed', ' 1020779)']","[' 8394     (Average', ' 121.61 Last', ' 68836)']",[' 30567.5 '],"[' 7314     (Average Length', ' 3600.84 Splits', ' 0)']","[' 1020779  (Deleted', ' 950676)']","[' 1684     (Ratio', '   0.16%)']","[' 56367    (Ratio', '   5.52%)']","[' 1020779  (Average Length', '   46.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1020779  (Average', ' 1221.38 Max', ' 36851 Sum', ' 1246762391)']","[' 1019492  (Average', ' 1218.56 Max', ' 36851 Sum', ' 1243879269 Ratio', '  99.77%)']","[' 1287     (Average', ' 2240.19 Max', ' 2419 Sum', ' 2883122 Ratio', '   0.23%)']", ,[' 443283  '],[' 56857   '],[' 434365  '],[' 306375  '],"[' 919121   (Atom=Atom', ' 265423 Body=Body', ' 143850 Other', ' 509848)']",[' Yes'],"[' 49939    (Eliminated', '    0 Frozen', ' 49939)']","[' 1886     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 39.4045'],[' 0'], ,[' 1136.86'],[' 0'],[' 111.29'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.35819e+09'],[' 3.20852e+09'],[' 0'],[' 4.39235e+10'],[' 0'],[' 0'],[' 2182 '],[' 15670 '],[' 9796 ']
Solving...,TA75, ,[' 1'],[' 12687+'],[' 6347'],"[' 1390.451s (Solving', ' 1219.10s 1st Model', ' 887.61s Unsat', ' 0.00s)']",[' 1383.594s'], ,[' 873219746'],"[' 1781631  (Analyzed', ' 504247)']","[' 5385     (Average', ' 93.64 Last', ' 139902)']",[' 25536.0 '],"[' 6347     (Average Length', ' 2996.37 Splits', ' 0)']","[' 504247   (Deleted', ' 448975)']","[' 1715     (Ratio', '   0.34%)']","[' 39025    (Ratio', '   7.74%)']","[' 504247   (Average Length', '   56.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 504247   (Average', ' 1460.20 Max', ' 36142 Sum', ' 736302721)']","[' 501907   (Average', ' 1445.22 Max', ' 36142 Sum', ' 728750318 Ratio', '  98.97%)']","[' 2340     (Average', ' 3227.52 Max', ' 5679 Sum', ' 7552403 Ratio', '   1.03%)']", ,[' 455946  '],[' 57537   '],[' 448862  '],[' 318583  '],"[' 955745   (Atom=Atom', ' 273816 Body=Body', ' 147665 Other', ' 534264)']",[' Yes'],"[' 52443    (Eliminated', '    0 Frozen', ' 52443)']","[' 4526     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 28.0838'],[' 0'], ,[' 503.613'],[' 0'],[' 60.7765'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.84312e+09'],[' 1.7575e+09'],[' 0'],[' 1.24782e+10'],[' 0'],[' 0'],[' 2340 '],[' 4599 '],[' 7228 ']
Solving...,TA76, ,[' 1'],[' 14737+'],[' 7372'],"[' 2597.724s (Solving', ' 2381.95s 1st Model', ' 1931.83s Unsat', ' 0.00s)']",[' 2593.078s'], ,[' 1639593984'],"[' 3997244  (Analyzed', ' 1071467)']","[' 8548     (Average', ' 125.35 Last', ' 60857)']",[' 29895.4 '],"[' 7372     (Average Length', ' 3648.99 Splits', ' 0)']","[' 1071467  (Deleted', ' 977210)']","[' 1453     (Ratio', '   0.14%)']","[' 82536    (Ratio', '   7.70%)']","[' 1071467  (Average Length', '   50.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1071467  (Average', ' 1348.41 Max', ' 35507 Sum', ' 1444781332)']","[' 1070579  (Average', ' 1346.60 Max', ' 35507 Sum', ' 1442835269 Ratio', '  99.87%)']","[' 888      (Average', ' 2191.51 Max', ' 6574 Sum', ' 1946063 Ratio', '   0.13%)']", ,[' 444862  '],[' 57041   '],[' 436154  '],[' 308082  '],"[' 924242   (Atom=Atom', ' 266887 Body=Body', ' 144093 Other', ' 513262)']",[' Yes'],"[' 50328    (Eliminated', '    0 Frozen', ' 50328)']","[' 5185     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 37.5367'],[' 0'], ,[' 1059.78'],[' 0'],[' 104.823'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.09104e+09'],[' 3.90142e+09'],[' 0'],[' 4.41195e+10'],[' 0'],[' 0'],[' 2323 '],[' 17244 '],[' 11431 ']
Solving...,TA77, ,[' 1'],[' 9839+'],[' 4923'],"[' 951.435s (Solving', ' 842.19s 1st Model', ' 564.72s Unsat', ' 0.00s)']",[' 949.938s'], ,[' 724659453'],"[' 962061   (Analyzed', ' 488361)']","[' 4001     (Average', ' 122.06 Last', ' 18959)']",[' 25198.7 '],"[' 4923     (Average Length', ' 2460.05 Splits', ' 0)']","[' 488361   (Deleted', ' 437373)']","[' 862      (Ratio', '   0.18%)']","[' 35424    (Ratio', '   7.25%)']","[' 488361   (Average Length', '   67.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 488361   (Average', ' 1259.00 Max', ' 36524 Sum', ' 614844094)']","[' 487248   (Average', ' 1253.41 Max', ' 36524 Sum', ' 612118046 Ratio', '  99.56%)']","[' 1113     (Average', ' 2449.28 Max', ' 2728 Sum', ' 2726048 Ratio', '   0.44%)']", ,[' 442096  '],[' 56865   '],[' 431589  '],[' 305814  '],"[' 917438   (Atom=Atom', ' 264384 Body=Body', ' 144328 Other', ' 508726)']",[' Yes'],"[' 48347    (Eliminated', '    0 Frozen', ' 48347)']","[' 3076     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 18.6867'],[' 0'], ,[' 355.678'],[' 0'],[' 41.0392'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.49912e+09'],[' 1.43217e+09'],[' 0'],[' 1.19412e+10'],[' 0'],[' 0'],[' 2332 '],[' 17668 '],[' 19176 ']
Solving...,TA78, ,[' 1'],[' 13531+'],[' 6769'],"[' 1348.163s (Solving', ' 1190.52s 1st Model', ' 865.28s Unsat', ' 0.00s)']",[' 1345.969s'], ,[' 987462917'],"[' 1757192  (Analyzed', ' 425112)']","[' 5711     (Average', ' 74.44 Last', ' 36105)']",[' 25733.1 '],"[' 6769     (Average Length', ' 3151.93 Splits', ' 0)']","[' 425112   (Deleted', ' 366046)']","[' 2694     (Ratio', '   0.63%)']","[' 45831    (Ratio', '  10.78%)']","[' 425112   (Average Length', '   36.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 425112   (Average', ' 1977.80 Max', ' 35316 Sum', ' 840785583)']","[' 422847   (Average', ' 1959.78 Max', ' 35316 Sum', ' 833124843 Ratio', '  99.09%)']","[' 2265     (Average', ' 3382.23 Max', ' 5845 Sum', ' 7660740 Ratio', '   0.91%)']", ,[' 452566  '],[' 57018   '],[' 445808  '],[' 316326  '],"[' 948974   (Atom=Atom', ' 271908 Body=Body', ' 147316 Other', ' 529750)']",[' Yes'],"[' 52260    (Eliminated', '    0 Frozen', ' 52260)']","[' 5469     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 26.4604'],[' 0'], ,[' 470.498'],[' 0'],[' 57.647'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.23447e+09'],[' 2.13284e+09'],[' 0'],[' 1.18535e+10'],[' 0'],[' 0'],[' 2291 '],[' 4450 '],[' 6717 ']
Solving...,TA79, ,[' 1'],[' 14993+'],[' 7500'],"[' 1466.588s (Solving', ' 1297.11s 1st Model', ' 966.48s Unsat', ' 0.00s)']",[' 1464.016s'], ,[' 948361606'],"[' 2259110  (Analyzed', ' 1060476)']","[' 8119     (Average', ' 130.62 Last', ' 120318)']",[' 25410.2 '],"[' 7500     (Average Length', ' 3544.03 Splits', ' 0)']","[' 1060476  (Deleted', ' 994936)']","[' 3407     (Ratio', '   0.32%)']","[' 45892    (Ratio', '   4.33%)']","[' 1060476  (Average Length', '   48.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1060476  (Average', ' 747.27 Max', ' 34812 Sum', ' 792467074)']","[' 1057963  (Average', ' 738.15 Max', ' 34812 Sum', ' 782790595 Ratio', '  98.78%)']","[' 2513     (Average', ' 3850.57 Max', ' 6665 Sum', ' 9676479 Ratio', '   1.22%)']", ,[' 452483  '],[' 56966   '],[' 446451  '],[' 317058  '],"[' 951170   (Atom=Atom', ' 272791 Body=Body', ' 147165 Other', ' 531214)']",[' Yes'],"[' 52929    (Eliminated', '    0 Frozen', ' 52929)']","[' 5264     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 28.7075'],[' 0'], ,[' 601.524'],[' 0'],[' 54.1596'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.23904e+09'],[' 2.1322e+09'],[' 0'],[' 2.61166e+10'],[' 0'],[' 0'],[' 2237 '],[' 4537 '],[' 6609 ']
Solving...,TA80, ,[' 1'],[' 12871+'],[' 6439'],"[' 1563.274s (Solving', ' 1409.42s 1st Model', ' 1086.65s Unsat', ' 0.00s)']",[' 1561.141s'], ,[' 1137636637'],"[' 1594660  (Analyzed', ' 522901)']","[' 5386     (Average', ' 97.09 Last', ' 50048)']",[' 26110.5 '],"[' 6439     (Average Length', ' 3000.57 Splits', ' 0)']","[' 522901   (Deleted', ' 456995)']","[' 2122     (Ratio', '   0.41%)']","[' 53421    (Ratio', '  10.22%)']","[' 522901   (Average Length', '   39.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 522901   (Average', ' 1901.50 Max', ' 34273 Sum', ' 994295738)']","[' 520612   (Average', ' 1888.58 Max', ' 34273 Sum', ' 987542569 Ratio', '  99.32%)']","[' 2289     (Average', ' 2950.27 Max', ' 5583 Sum', ' 6753169 Ratio', '   0.68%)']", ,[' 451384  '],[' 57105   '],[' 443795  '],[' 314850  '],"[' 944546   (Atom=Atom', ' 270914 Body=Body', ' 146834 Other', ' 526798)']",[' Yes'],"[' 51516    (Eliminated', '    0 Frozen', ' 51516)']","[' 5916     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 26.6426'],[' 0'], ,[' 569.8'],[' 0'],[' 65.8532'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.5484e+09'],[' 2.43543e+09'],[' 0'],[' 1.72489e+10'],[' 0'],[' 0'],[' 2341 '],[' 4567 '],[' 6579 ']
