Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , , ,[' 1'],[' 4015+'],[' 2012'],"[' 1002.697s (Solving', ' 992.43s 1st Model', ' 34.24s Unsat', ' 0.00s)']",[' 1000.344s'], ,[' 116171458'],"[' 9548620  (Analyzed', ' 9174284)']","[' 19934    (Average', ' 460.23 Last', ' 63737)']",[' 3707.0  '],"[' 2012     (Average Length', ' 1047.83 Splits', ' 0)']","[' 31181342 (Deleted', ' 30778138)']","[' 117      (Ratio', '   0.00%)']","[' 15175    (Ratio', '   0.05%)']","[' 9174284  (Average Length', '   15.1 Ratio', '  29.42%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 22007058 (Average Length', '   12.5 Ratio', '  70.58%) ']","[' 9174284  (Average', '  1.53 Max', ' 3378 Sum', ' 14069429)']","[' 9174284  (Average', '  1.53 Max', ' 3378 Sum', ' 14069429 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 108074  '],[' 5922    '],[' 99586   '],[' 42681   '],"[' 117935   (Atom=Atom', ' 31963 Body=Body', ' 20576 Other', ' 65396)']",[' Yes'],"[' 8206     (Eliminated', '    0 Frozen', ' 8206)']","[' 2208     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.25681'],[' 0'], ,[' 609.356'],[' 0'],[' 18.5081'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.02146e+08'],[' 2.06275e+08'],[' 0'],[' 4.08798e+10'],[' 0'],[' 0'],[' 936 '],[' 1722 '],[' 2503 '],[' 3232 '],[' 4 '],[' 0 ']
Solving...,TA62, , , , ,[' 4409'],[' 2209'],"[' 917.536s (Solving', ' 906.08s 1st Model', ' 127.04s Unsat', ' 72.97s)']",[' 915.281s'], ,[' 159200528'],"[' 6723987  (Analyzed', ' 6379232)']","[' 14746    (Average', ' 432.61 Last', ' 39665)']",[' 3639.9  '],"[' 2209     (Average Length', ' 1145.40 Splits', ' 0)']","[' 24396788 (Deleted', ' 24040935)']","[' 253      (Ratio', '   0.00%)']","[' 22468    (Ratio', '   0.09%)']","[' 6379232  (Average Length', '   16.4 Ratio', '  26.15%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 18017556 (Average Length', '   13.5 Ratio', '  73.85%) ']","[' 6379232  (Average', '  1.91 Max', ' 3035 Sum', ' 12168809)']","[' 6379219  (Average', '  1.91 Max', ' 3035 Sum', ' 12168796 Ratio', ' 100.00%)']","[' 13       (Average', '  1.00 Max', '   1 Sum', '     13 Ratio', '   0.00%)']", ,[' 108536  '],[' 5947    '],[' 100216  '],[' 42945   '],"[' 118948   (Atom=Atom', ' 32260 Body=Body', ' 20651 Other', ' 66037)']",[' Yes'],"[' 8376     (Eliminated', '    0 Frozen', ' 8376)']","[' 3708     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.55772'],[' 0'], ,[' 521.676'],[' 0'],[' 19.7719'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.58174e+08'],[' 3.42791e+08'],[' 0'],[' 3.344e+10'],[' 0'],[' 0'],[' 942 '],[' 1837 '],[' 2513 '],[' 3280 '],[' 3 '],[' 1 ']
Solving...,TA63, , , , ,[' 3983'],[' 1996'],"[' 807.103s (Solving', ' 796.90s 1st Model', ' 47.45s Unsat', ' 11.50s)']",[' 803.484s'], ,[' 123897395'],"[' 7574250  (Analyzed', ' 7219414)']","[' 15621    (Average', ' 462.16 Last', ' 33478)']",[' 3564.3  '],"[' 1996     (Average Length', ' 1036.28 Splits', ' 0)']","[' 24841146 (Deleted', ' 24533095)']","[' 224      (Ratio', '   0.00%)']","[' 18228    (Ratio', '   0.07%)']","[' 7219414  (Average Length', '   15.8 Ratio', '  29.06%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17621732 (Average Length', '   12.6 Ratio', '  70.94%) ']","[' 7219414  (Average', '  1.66 Max', ' 3029 Sum', ' 12000226)']","[' 7219400  (Average', '  1.66 Max', ' 3029 Sum', ' 11979561 Ratio', '  99.83%)']","[' 14       (Average', ' 1476.07 Max', ' 1685 Sum', '  20665 Ratio', '   0.17%)']", ,[' 107856  '],[' 5868    '],[' 99338   '],[' 42458   '],"[' 117063   (Atom=Atom', ' 31731 Body=Body', ' 20414 Other', ' 64918)']",[' Yes'],"[' 8131     (Eliminated', '    0 Frozen', ' 8131)']","[' 2965     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.29138'],[' 0'], ,[' 455.432'],[' 0'],[' 16.3903'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.35558e+08'],[' 2.38759e+08'],[' 0'],[' 2.89582e+10'],[' 0'],[' 0'],[' 885 '],[' 1593 '],[' 2344 '],[' 3006 '],[' 3 '],[' 1 ']
Solving...,TA64, , , , ,[' 4607'],[' 2308'],"[' 897.203s (Solving', ' 885.10s 1st Model', ' 393.35s Unsat', ' 27.11s)']",[' 893.781s'], ,[' 205094016'],"[' 6028912  (Analyzed', ' 5517482)']","[' 13354    (Average', ' 413.17 Last', ' 384539)']",[' 3667.4  '],"[' 2308     (Average Length', ' 1179.72 Splits', ' 0)']","[' 20759963 (Deleted', ' 20532451)']","[' 290      (Ratio', '   0.00%)']","[' 23252    (Ratio', '   0.11%)']","[' 5517482  (Average Length', '   17.5 Ratio', '  26.58%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15242481 (Average Length', '   12.7 Ratio', '  73.42%) ']","[' 5517482  (Average', '  2.66 Max', ' 2804 Sum', ' 14686340)']","[' 5517476  (Average', '  2.66 Max', ' 2804 Sum', ' 14686334 Ratio', ' 100.00%)']","[' 6        (Average', '  1.00 Max', '   1 Sum', '      6 Ratio', '   0.00%)']", ,[' 108396  '],[' 5958    '],[' 100259  '],[' 42959   '],"[' 119374   (Atom=Atom', ' 32403 Body=Body', ' 20684 Other', ' 66287)']",[' Yes'],"[' 8454     (Eliminated', '    0 Frozen', ' 8454)']","[' 3730     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.68144'],[' 0'], ,[' 446.725'],[' 0'],[' 20.0359'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.33801e+08'],[' 5.69269e+08'],[' 0'],[' 2.38529e+10'],[' 0'],[' 0'],[' 998 '],[' 1653 '],[' 2317 '],[' 2990 '],[' 3 '],[' 1 ']
Solving...,TA65, , , ,[' 1'],[' 4231+'],[' 2120'],"[' 1002.804s (Solving', ' 992.29s 1st Model', ' 274.03s Unsat', ' 0.00s)']",[' 1000.531s'], ,[' 224276182'],"[' 7139298  (Analyzed', ' 6751727)']","[' 15445    (Average', ' 437.15 Last', ' 296590)']",[' 3424.3  '],"[' 2120     (Average Length', ' 1104.73 Splits', ' 0)']","[' 24422446 (Deleted', ' 24112253)']","[' 292      (Ratio', '   0.00%)']","[' 24530    (Ratio', '   0.10%)']","[' 6751727  (Average Length', '   16.4 Ratio', '  27.65%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17670719 (Average Length', '   12.2 Ratio', '  72.35%) ']","[' 6751727  (Average', '  2.43 Max', ' 2970 Sum', ' 16374534)']","[' 6751727  (Average', '  2.43 Max', ' 2970 Sum', ' 16374534 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 108270  '],[' 5898    '],[' 99809   '],[' 42722   '],"[' 117908   (Atom=Atom', ' 31975 Body=Body', ' 20504 Other', ' 65429)']",[' Yes'],"[' 8233     (Eliminated', '    0 Frozen', ' 8233)']","[' 3901     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.33746'],[' 0'], ,[' 543.972'],[' 0'],[' 23.2885'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.34036e+08'],[' 5.63752e+08'],[' 0'],[' 3.26376e+10'],[' 0'],[' 0'],[' 820 '],[' 1497 '],[' 2255 '],[' 2970 '],[' 4 '],[' 0 ']
Solving...,TA66, , , , ,[' 4313'],[' 2161'],"[' 740.032s (Solving', ' 728.80s 1st Model', ' 160.54s Unsat', ' 56.82s)']",[' 736.563s'], ,[' 160324445'],"[' 4443173  (Analyzed', ' 4218358)']","[' 10571    (Average', ' 399.05 Last', ' 181964)']",[' 3618.6  '],"[' 2161     (Average Length', ' 1118.49 Splits', ' 0)']","[' 14399891 (Deleted', ' 14184058)']","[' 207      (Ratio', '   0.00%)']","[' 19645    (Ratio', '   0.14%)']","[' 4218358  (Average Length', '   14.8 Ratio', '  29.29%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10181533 (Average Length', '   11.1 Ratio', '  70.71%) ']","[' 4218358  (Average', '  2.40 Max', ' 3259 Sum', ' 10122566)']","[' 4218345  (Average', '  2.40 Max', ' 3259 Sum', ' 10122553 Ratio', ' 100.00%)']","[' 13       (Average', '  1.00 Max', '   1 Sum', '     13 Ratio', '   0.00%)']", ,[' 108462  '],[' 5955    '],[' 100150  '],[' 42910   '],"[' 118918   (Atom=Atom', ' 32244 Body=Body', ' 20675 Other', ' 65999)']",[' Yes'],"[' 8360     (Eliminated', '    0 Frozen', ' 8360)']","[' 3019     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.52843'],[' 0'], ,[' 393.677'],[' 0'],[' 17.1122'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.30816e+08'],[' 4.16988e+08'],[' 0'],[' 2.23945e+10'],[' 0'],[' 0'],[' 827 '],[' 1526 '],[' 2344 '],[' 3108 '],[' 2 '],[' 2 ']
Solving...,TA67, , , , ,[' 3835'],[' 1922'],"[' 58152.041s (Solving', ' 58141.91s 1st Model', ' 59.17s Unsat', ' 4.46s)']",[' 770.000s'], ,[' 120566492'],"[' 6435158  (Analyzed', ' 6083013)']","[' 13024    (Average', ' 467.06 Last', ' 37981)']",[' 3552.7  '],"[' 1922     (Average Length', ' 1021.38 Splits', ' 0)']","[' 20919901 (Deleted', ' 20668916)']","[' 171      (Ratio', '   0.00%)']","[' 15595    (Ratio', '   0.07%)']","[' 6083013  (Average Length', '   16.6 Ratio', '  29.08%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14836888 (Average Length', '   13.0 Ratio', '  70.92%) ']","[' 6083013  (Average', '  1.86 Max', ' 3101 Sum', ' 11323563)']","[' 6083004  (Average', '  1.86 Max', ' 3101 Sum', ' 11318541 Ratio', '  99.96%)']","[' 9        (Average', ' 558.00 Max', ' 558 Sum', '   5022 Ratio', '   0.04%)']", ,[' 108362  '],[' 5980    '],[' 99820   '],[' 42794   '],"[' 118548   (Atom=Atom', ' 32105 Body=Body', ' 20750 Other', ' 65693)']",[' Yes'],"[' 8183     (Eliminated', '    0 Frozen', ' 8183)']","[' 2838     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.2268'],[' 0'], ,[' 426.041'],[' 0'],[' 15.3398'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.66277e+08'],[' 2.67464e+08'],[' 0'],[' 2.45092e+10'],[' 0'],[' 0'],[' 967 '],[' 1692 '],[' 2571 '],[' 3240 '],[' 3 '],[' 1 ']
Solving...,TA68, , , , ,[' 3765'],[' 1887'],"[' 800.672s (Solving', ' 791.25s 1st Model', ' 36.39s Unsat', ' 7.85s)']",[' 798.000s'], ,[' 94358807'],"[' 9455251  (Analyzed', ' 8990329)']","[' 18563    (Average', ' 484.31 Last', ' 17874)']",[' 3802.9  '],"[' 1887     (Average Length', ' 1008.11 Splits', ' 0)']","[' 29476593 (Deleted', ' 29126702)']","[' 144      (Ratio', '   0.00%)']","[' 12856    (Ratio', '   0.04%)']","[' 8990329  (Average Length', '   15.1 Ratio', '  30.50%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20486264 (Average Length', '   12.6 Ratio', '  69.50%) ']","[' 8990329  (Average', '  1.44 Max', ' 3354 Sum', ' 12949534)']","[' 8990323  (Average', '  1.44 Max', ' 3354 Sum', ' 12942952 Ratio', '  99.95%)']","[' 6        (Average', ' 1097.00 Max', ' 1097 Sum', '   6582 Ratio', '   0.05%)']", ,[' 107584  '],[' 5860    '],[' 98984   '],[' 42283   '],"[' 116623   (Atom=Atom', ' 31590 Body=Body', ' 20390 Other', ' 64643)']",[' Yes'],"[' 8033     (Eliminated', '    0 Frozen', ' 8033)']","[' 1936     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.15229'],[' 0'], ,[' 443.952'],[' 0'],[' 12.3625'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.31076e+08'],[' 1.50947e+08'],[' 0'],[' 2.89577e+10'],[' 0'],[' 0'],[' 865 '],[' 1693 '],[' 2466 '],[' 3168 '],[' 3 '],[' 1 ']
Solving...,TA69, , , , ,[' 4027'],[' 2018'],"[' 610.902s (Solving', ' 600.58s 1st Model', ' 57.86s Unsat', ' 52.13s)']",[' 608.797s'], ,[' 85503697'],"[' 6139646  (Analyzed', ' 5754159)']","[' 12831    (Average', ' 448.46 Last', ' 24576)']",[' 3578.8  '],"[' 2018     (Average Length', ' 1067.92 Splits', ' 0)']","[' 18854934 (Deleted', ' 18588846)']","[' 157      (Ratio', '   0.00%)']","[' 13830    (Ratio', '   0.07%)']","[' 5754159  (Average Length', '   15.8 Ratio', '  30.52%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13100775 (Average Length', '   12.8 Ratio', '  69.48%) ']","[' 5754159  (Average', '  1.59 Max', ' 3261 Sum', ' 9176728)']","[' 5754139  (Average', '  1.59 Max', ' 3261 Sum', ' 9176708 Ratio', ' 100.00%)']","[' 20       (Average', '  1.00 Max', '   1 Sum', '     20 Ratio', '   0.00%)']", ,[' 108289  '],[' 5928    '],[' 99763   '],[' 42757   '],"[' 118057   (Atom=Atom', ' 31993 Body=Body', ' 20594 Other', ' 65470)']",[' Yes'],"[' 8195     (Eliminated', '    0 Frozen', ' 8195)']","[' 2447     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.22533'],[' 0'], ,[' 343.977'],[' 0'],[' 12.0304'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.38061e+08'],[' 1.67598e+08'],[' 0'],[' 2.10605e+10'],[' 0'],[' 0'],[' 1048 '],[' 1812 '],[' 2509 '],[' 3384 '],[' 2 '],[' 2 ']
Solving...,TA70, , , , ,[' 4135'],[' 2072'],"[' 872.851s (Solving', ' 862.18s 1st Model', ' 103.39s Unsat', ' 86.07s)']",[' 869.391s'], ,[' 136612697'],"[' 6581552  (Analyzed', ' 6104066)']","[' 13798    (Average', ' 442.39 Last', ' 118244)']",[' 3636.8  '],"[' 2072     (Average Length', ' 1099.86 Splits', ' 0)']","[' 22300722 (Deleted', ' 22030467)']","[' 268      (Ratio', '   0.00%)']","[' 17428    (Ratio', '   0.08%)']","[' 6104066  (Average Length', '   16.6 Ratio', '  27.37%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16196656 (Average Length', '   12.7 Ratio', '  72.63%) ']","[' 6104066  (Average', '  1.94 Max', ' 3051 Sum', ' 11858930)']","[' 6104052  (Average', '  1.94 Max', ' 3051 Sum', ' 11858916 Ratio', ' 100.00%)']","[' 14       (Average', '  1.00 Max', '   1 Sum', '     14 Ratio', '   0.00%)']", ,[' 108171  '],[' 6007    '],[' 99902   '],[' 42867   '],"[' 119405   (Atom=Atom', ' 32363 Body=Body', ' 20831 Other', ' 66211)']",[' Yes'],"[' 8335     (Eliminated', '    0 Frozen', ' 8335)']","[' 2969     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.34779'],[' 0'], ,[' 498.79'],[' 0'],[' 17.3024'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.54353e+08'],[' 3.41998e+08'],[' 0'],[' 2.92773e+10'],[' 0'],[' 0'],[' 1039 '],[' 1751 '],[' 2654 '],[' 3367 '],[' 3 '],[' 1 ']
