Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , ,[' 1'],[' 3617+'],[' 1813'],"[' 602.461s (Solving', ' 593.91s 1st Model', ' 213.30s Unsat', ' 0.00s)']",[' 600.391s'], ,[' 192092898'],"[' 13478669 (Analyzed', ' 13307444)']","[' 27716    (Average', ' 480.14 Last', ' 455391)']",[' 3170.1  '],"[' 1813     (Average Length', ' 999.69 Splits', ' 0)']","[' 13307444 (Deleted', ' 13169898)']","[' 406      (Ratio', '   0.00%)']","[' 27935    (Ratio', '   0.21%)']","[' 13307444 (Average Length', '   14.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13307444 (Average', ' 14.11 Max', ' 3098 Sum', ' 187765710)']","[' 13306883 (Average', ' 14.07 Max', ' 3098 Sum', ' 187255474 Ratio', '  99.73%)']","[' 561      (Average', ' 909.51 Max', ' 1319 Sum', ' 510236 Ratio', '   0.27%)']", ,[' 92855   '],[' 5772    '],[' 86832   '],[' 42954   '],"[' 114880   (Atom=Atom', ' 31212 Body=Body', ' 21266 Other', ' 62402)']",[' Yes'],"[' 7870     (Eliminated', '    0 Frozen', ' 7870)']","[' 4162     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.80954'],[' 0'], ,[' 307.528'],[' 0'],[' 15.6846'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.80568e+08'],[' 4.58868e+08'],[' 0'],[' 1.45535e+10'],[' 0'],[' 0'],[' 830 '],[' 1484 '],[' 2254 '],[' 2895 '],[' 4 '],[' 0 ']
Solving...,TA52, , ,[' 1'],[' 3901+'],[' 1955'],"[' 602.735s (Solving', ' 591.83s 1st Model', ' 104.98s Unsat', ' 0.00s)']",[' 601.063s'], ,[' 175205570'],"[' 14141707 (Analyzed', ' 13988067)']","[' 29269    (Average', ' 477.91 Last', ' 131040)']",[' 3386.1  '],"[' 1955     (Average Length', ' 1041.44 Splits', ' 0)']","[' 13988067 (Deleted', ' 13819522)']","[' 358      (Ratio', '   0.00%)']","[' 29838    (Ratio', '   0.21%)']","[' 13988067 (Average Length', '   13.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13988067 (Average', ' 12.17 Max', ' 3128 Sum', ' 170259107)']","[' 13987492 (Average', ' 12.14 Max', ' 3128 Sum', ' 169774766 Ratio', '  99.72%)']","[' 575      (Average', ' 842.33 Max', ' 1311 Sum', ' 484341 Ratio', '   0.28%)']", ,[' 93575   '],[' 5813    '],[' 87656   '],[' 43598   '],"[' 115519   (Atom=Atom', ' 31389 Body=Body', ' 21333 Other', ' 62797)']",[' Yes'],"[' 7971     (Eliminated', '    0 Frozen', ' 7971)']","[' 3916     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.18314'],[' 0'], ,[' 302.918'],[' 0'],[' 15.2545'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.48965e+08'],[' 4.39522e+08'],[' 0'],[' 1.39391e+10'],[' 0'],[' 0'],[' 892 '],[' 1580 '],[' 2330 '],[' 2960 '],[' 4 '],[' 0 ']
Solving...,TA53, , ,[' 1'],[' 3869+'],[' 1939'],"[' 602.573s (Solving', ' 592.73s 1st Model', ' 43.26s Unsat', ' 0.00s)']",[' 601.828s'], ,[' 171477742'],"[' 14661133 (Analyzed', ' 14404315)']","[' 28649    (Average', ' 502.79 Last', ' 123059)']",[' 3478.2  '],"[' 1939     (Average Length', ' 1048.45 Splits', ' 0)']","[' 14404315 (Deleted', ' 14192559)']","[' 320      (Ratio', '   0.00%)']","[' 26346    (Ratio', '   0.18%)']","[' 14404315 (Average Length', '   13.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14404315 (Average', ' 11.56 Max', ' 3304 Sum', ' 166452155)']","[' 14403638 (Average', ' 11.52 Max', ' 3304 Sum', ' 165882085 Ratio', '  99.66%)']","[' 677      (Average', ' 842.05 Max', ' 1372 Sum', ' 570070 Ratio', '   0.34%)']", ,[' 93650   '],[' 5865    '],[' 87692   '],[' 43640   '],"[' 116273   (Atom=Atom', ' 31589 Body=Body', ' 21483 Other', ' 63201)']",[' Yes'],"[' 8008     (Eliminated', '    0 Frozen', ' 8008)']","[' 3721     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.97987'],[' 0'], ,[' 317.126'],[' 0'],[' 15.1518'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.14765e+08'],[' 4.07895e+08'],[' 0'],[' 1.51952e+10'],[' 0'],[' 0'],[' 873 '],[' 1507 '],[' 2184 '],[' 2876 '],[' 4 '],[' 0 ']
Solving...,TA54, , ,[' 1'],[' 3775+'],[' 1892'],"[' 602.311s (Solving', ' 592.96s 1st Model', ' 143.35s Unsat', ' 0.00s)']",[' 600.844s'], ,[' 180375554'],"[' 15429803 (Analyzed', ' 15239671)']","[' 29358    (Average', ' 519.10 Last', ' 288136)']",[' 3368.3  '],"[' 1892     (Average Length', ' 1017.70 Splits', ' 0)']","[' 15239671 (Deleted', ' 15062567)']","[' 314      (Ratio', '   0.00%)']","[' 28516    (Ratio', '   0.19%)']","[' 15239671 (Average Length', '   14.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15239671 (Average', ' 11.52 Max', ' 3236 Sum', ' 175579220)']","[' 15239033 (Average', ' 11.48 Max', ' 3236 Sum', ' 175021972 Ratio', '  99.68%)']","[' 638      (Average', ' 873.43 Max', ' 1261 Sum', ' 557248 Ratio', '   0.32%)']", ,[' 93350   '],[' 5838    '],[' 87412   '],[' 43338   '],"[' 116200   (Atom=Atom', ' 31563 Body=Body', ' 21515 Other', ' 63122)']",[' Yes'],"[' 7981     (Eliminated', '    0 Frozen', ' 7981)']","[' 3955     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.93812'],[' 0'], ,[' 315.588'],[' 0'],[' 15.7241'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.27986e+08'],[' 4.16181e+08'],[' 0'],[' 1.54222e+10'],[' 0'],[' 0'],[' 948 '],[' 1562 '],[' 2211 '],[' 2868 '],[' 4 '],[' 0 ']
Solving...,TA55, , ,[' 1'],[' 3875+'],[' 1942'],"[' 602.378s (Solving', ' 593.00s 1st Model', ' 262.95s Unsat', ' 0.00s)']",[' 600.156s'], ,[' 168186815'],"[' 13581938 (Analyzed', ' 13064701)']","[' 28352    (Average', ' 460.80 Last', ' 310919)']",[' 3550.7  '],"[' 1942     (Average Length', ' 1049.59 Splits', ' 0)']","[' 13064701 (Deleted', ' 12933913)']","[' 380      (Ratio', '   0.00%)']","[' 26372    (Ratio', '   0.20%)']","[' 13064701 (Average Length', '   14.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13064701 (Average', ' 12.44 Max', ' 3367 Sum', ' 162589081)']","[' 13064195 (Average', ' 12.41 Max', ' 3367 Sum', ' 162107085 Ratio', '  99.70%)']","[' 506      (Average', ' 952.56 Max', ' 1358 Sum', ' 481996 Ratio', '   0.30%)']", ,[' 93460   '],[' 5829    '],[' 87504   '],[' 43467   '],"[' 115745   (Atom=Atom', ' 31462 Body=Body', ' 21363 Other', ' 62920)']",[' Yes'],"[' 7942     (Eliminated', '    0 Frozen', ' 7942)']","[' 3663     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.01348'],[' 0'], ,[' 317.966'],[' 0'],[' 15.3454'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.27693e+08'],[' 4.21886e+08'],[' 0'],[' 1.44817e+10'],[' 0'],[' 0'],[' 956 '],[' 1522 '],[' 2258 '],[' 2928 '],[' 4 '],[' 0 ']
Solving...,TA56, , ,[' 1'],[' 3449+'],[' 1729'],"[' 602.367s (Solving', ' 592.91s 1st Model', ' 29.44s Unsat', ' 0.00s)']",[' 599.281s'], ,[' 151904979'],"[' 16939214 (Analyzed', ' 16586423)']","[' 31343    (Average', ' 529.19 Last', ' 60561)']",[' 3504.1  '],"[' 1729     (Average Length', ' 946.87 Splits', ' 0)']","[' 16586423 (Deleted', ' 16415913)']","[' 278      (Ratio', '   0.00%)']","[' 23983    (Ratio', '   0.14%)']","[' 16586423 (Average Length', '   16.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16586423 (Average', '  8.86 Max', ' 3375 Sum', ' 146896241)']","[' 16585695 (Average', '  8.82 Max', ' 3375 Sum', ' 146352380 Ratio', '  99.63%)']","[' 728      (Average', ' 747.06 Max', ' 1100 Sum', ' 543861 Ratio', '   0.37%)']", ,[' 93113   '],[' 5842    '],[' 87117   '],[' 43207   '],"[' 115427   (Atom=Atom', ' 31319 Body=Body', ' 21437 Other', ' 62671)']",[' Yes'],"[' 7827     (Eliminated', '    0 Frozen', ' 7827)']","[' 3462     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.85904'],[' 0'], ,[' 346.825'],[' 0'],[' 14.2051'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.90428e+08'],[' 3.01576e+08'],[' 0'],[' 1.73425e+10'],[' 0'],[' 0'],[' 1029 '],[' 1683 '],[' 2442 '],[' 3036 '],[' 4 '],[' 0 ']
Solving...,TA57, , ,[' 1'],[' 3151+'],[' 1580'],"[' 602.091s (Solving', ' 594.69s 1st Model', ' 43.89s Unsat', ' 0.00s)']",[' 600.547s'], ,[' 163867800'],"[' 15962051 (Analyzed', ' 15780880)']","[' 30458    (Average', ' 518.12 Last', ' 152623)']",[' 3294.7  '],"[' 1580     (Average Length', ' 876.11 Splits', ' 0)']","[' 15780880 (Deleted', ' 15613076)']","[' 353      (Ratio', '   0.00%)']","[' 27077    (Ratio', '   0.17%)']","[' 15780880 (Average Length', '   15.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15780880 (Average', ' 10.11 Max', ' 3282 Sum', ' 159579519)']","[' 15780265 (Average', ' 10.08 Max', ' 3282 Sum', ' 159115041 Ratio', '  99.71%)']","[' 615      (Average', ' 755.25 Max', ' 1073 Sum', ' 464478 Ratio', '   0.29%)']", ,[' 92781   '],[' 5820    '],[' 86675   '],[' 42907   '],"[' 114729   (Atom=Atom', ' 31098 Body=Body', ' 21380 Other', ' 62251)']",[' Yes'],"[' 7715     (Eliminated', '    0 Frozen', ' 7715)']","[' 4020     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.65187'],[' 0'], ,[' 335.588'],[' 0'],[' 15.2717'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.58029e+08'],[' 3.56369e+08'],[' 0'],[' 1.71283e+10'],[' 0'],[' 0'],[' 1081 '],[' 1788 '],[' 2557 '],[' 3241 '],[' 4 '],[' 0 ']
Solving...,TA58, , ,[' 1'],[' 3827+'],[' 1918'],"[' 602.309s (Solving', ' 592.68s 1st Model', ' 277.72s Unsat', ' 0.00s)']",[' 600.719s'], ,[' 194468888'],"[' 13725809 (Analyzed', ' 13436107)']","[' 28723    (Average', ' 467.78 Last', ' 1175320)']",[' 3331.8  '],"[' 1918     (Average Length', ' 1028.51 Splits', ' 0)']","[' 13436107 (Deleted', ' 13275046)']","[' 357      (Ratio', '   0.00%)']","[' 29573    (Ratio', '   0.22%)']","[' 13436107 (Average Length', '   13.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13436107 (Average', ' 14.10 Max', ' 3096 Sum', ' 189514303)']","[' 13435568 (Average', ' 14.07 Max', ' 3096 Sum', ' 189036603 Ratio', '  99.75%)']","[' 539      (Average', ' 886.27 Max', ' 2691 Sum', ' 477700 Ratio', '   0.25%)']", ,[' 93136   '],[' 5800    '],[' 87213   '],[' 43197   '],"[' 115669   (Atom=Atom', ' 31433 Body=Body', ' 21352 Other', ' 62884)']",[' Yes'],"[' 7979     (Eliminated', '    0 Frozen', ' 7979)']","[' 4161     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.98156'],[' 0'], ,[' 295.283'],[' 0'],[' 16.3368'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.09422e+08'],[' 4.87003e+08'],[' 0'],[' 1.31657e+10'],[' 0'],[' 0'],[' 882 '],[' 1591 '],[' 2304 '],[' 3005 '],[' 4 '],[' 0 ']
Solving...,TA59, , ,[' 1'],[' 3637+'],[' 1823'],"[' 602.400s (Solving', ' 593.22s 1st Model', ' 273.76s Unsat', ' 0.00s)']",[' 600.469s'], ,[' 182507148'],"[' 12694087 (Analyzed', ' 12503250)']","[' 27127    (Average', ' 460.92 Last', ' 434577)']",[' 3383.5  '],"[' 1823     (Average Length', ' 988.47 Splits', ' 0)']","[' 12503250 (Deleted', ' 12350499)']","[' 364      (Ratio', '   0.00%)']","[' 28227    (Ratio', '   0.23%)']","[' 12503250 (Average Length', '   13.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12503250 (Average', ' 14.22 Max', ' 3097 Sum', ' 177755639)']","[' 12502630 (Average', ' 14.18 Max', ' 3097 Sum', ' 177273908 Ratio', '  99.73%)']","[' 620      (Average', ' 776.99 Max', ' 1885 Sum', ' 481731 Ratio', '   0.27%)']", ,[' 93458   '],[' 5816    '],[' 87472   '],[' 43448   '],"[' 115028   (Atom=Atom', ' 31245 Body=Body', ' 21309 Other', ' 62474)']",[' Yes'],"[' 7867     (Eliminated', '    0 Frozen', ' 7867)']","[' 4310     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.94622'],[' 0'], ,[' 301.337'],[' 0'],[' 16.0626'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.03777e+08'],[' 4.86302e+08'],[' 0'],[' 1.33304e+10'],[' 0'],[' 0'],[' 782 '],[' 1398 '],[' 2140 '],[' 2834 '],[' 4 '],[' 0 ']
Solving...,TA60, , ,[' 1'],[' 3935+'],[' 1972'],"[' 602.573s (Solving', ' 592.58s 1st Model', ' 161.79s Unsat', ' 0.00s)']",[' 600.734s'], ,[' 187307257'],"[' 12178806 (Analyzed', ' 12008431)']","[' 23733    (Average', ' 505.98 Last', ' 299930)']",[' 3320.1  '],"[' 1972     (Average Length', ' 1049.90 Splits', ' 0)']","[' 12008431 (Deleted', ' 11878904)']","[' 333      (Ratio', '   0.00%)']","[' 30657    (Ratio', '   0.26%)']","[' 12008431 (Average Length', '   14.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12008431 (Average', ' 15.20 Max', ' 3025 Sum', ' 182533236)']","[' 12007838 (Average', ' 15.16 Max', ' 3025 Sum', ' 181993929 Ratio', '  99.70%)']","[' 593      (Average', ' 909.46 Max', ' 2184 Sum', ' 539307 Ratio', '   0.30%)']", ,[' 93063   '],[' 5788    '],[' 87168   '],[' 43124   '],"[' 115694   (Atom=Atom', ' 31436 Body=Body', ' 21371 Other', ' 62887)']",[' Yes'],"[' 7989     (Eliminated', '    0 Frozen', ' 7989)']","[' 4338     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.06946'],[' 0'], ,[' 306.304'],[' 0'],[' 15.7227'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.81194e+08'],[' 4.62377e+08'],[' 0'],[' 1.42975e+10'],[' 0'],[' 0'],[' 774 '],[' 1611 '],[' 2240 '],[' 2879 '],[' 4 '],[' 0 ']
