Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , , ,[' 1'],[' 8515+'],[' 4260'],"[' 609.687s (Solving', ' 569.45s 1st Model', ' 388.26s Unsat', ' 0.00s)']",[' 607.781s'], ,[' 368287668'],"[' 1542353  (Analyzed', ' 886596)']","[' 4945     (Average', ' 179.29 Last', ' 56855)']",[' 11121.2 '],"[' 4260     (Average Length', ' 2063.85 Splits', ' 0)']","[' 886596   (Deleted', ' 833658)']","[' 219      (Ratio', '   0.02%)']","[' 44939    (Ratio', '   5.07%)']","[' 886596   (Average Length', '   23.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 886596   (Average', ' 372.09 Max', ' 11895 Sum', ' 329893560)']","[' 886065   (Average', ' 370.93 Max', ' 11895 Sum', ' 328867137 Ratio', '  99.69%)']","[' 531      (Average', ' 1933.00 Max', ' 1933 Sum', ' 1026423 Ratio', '   0.31%)']", ,[' 169892  '],[' 15863   '],[' 170918  '],[' 92749   '],"[' 312492   (Atom=Atom', ' 85984 Body=Body', ' 55691 Other', ' 170817)']",[' Yes'],"[' 19827    (Eliminated', '    0 Frozen', ' 19827)']","[' 5165     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.84683'],[' 0'], ,[' 165.829'],[' 0'],[' 21.4082'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.21139e+08'],[' 7.39412e+08'],[' 0'],[' 3.44093e+09'],[' 0'],[' 0'],[' 1833 '],[' 3606 '],[' 2 '],[' 0 ']
Solving...,TA62, , , ,[' 1'],[' 7139+'],[' 3572'],"[' 607.472s (Solving', ' 573.22s 1st Model', ' 436.05s Unsat', ' 0.00s)']",[' 605.781s'], ,[' 369829360'],"[' 1804909  (Analyzed', ' 881260)']","[' 5001     (Average', ' 176.22 Last', ' 86625)']",[' 11195.2 '],"[' 3572     (Average Length', ' 1749.83 Splits', ' 0)']","[' 881260   (Deleted', ' 827998)']","[' 187      (Ratio', '   0.02%)']","[' 46721    (Ratio', '   5.30%)']","[' 881260   (Average Length', '   24.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 881260   (Average', ' 381.01 Max', ' 12242 Sum', ' 335769449)']","[' 880742   (Average', ' 380.11 Max', ' 12242 Sum', ' 334973801 Ratio', '  99.76%)']","[' 518      (Average', ' 1536.00 Max', ' 1536 Sum', ' 795648 Ratio', '   0.24%)']", ,[' 170037  '],[' 15991   '],[' 170420  '],[' 92707   '],"[' 312158   (Atom=Atom', ' 85646 Body=Body', ' 56039 Other', ' 170473)']",[' Yes'],"[' 19375    (Eliminated', '    0 Frozen', ' 19375)']","[' 4873     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.73454'],[' 0'], ,[' 174.757'],[' 0'],[' 21.5024'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.48519e+08'],[' 7.66588e+08'],[' 0'],[' 3.92771e+09'],[' 0'],[' 0'],[' 1849 '],[' 3652 '],[' 2 '],[' 0 ']
Solving...,TA63, , , ,[' 1'],[' 8389+'],[' 4197'],"[' 610.301s (Solving', ' 570.16s 1st Model', ' 381.48s Unsat', ' 0.00s)']",[' 608.547s'], ,[' 374525841'],"[' 1673113  (Analyzed', ' 855571)']","[' 5343     (Average', ' 160.13 Last', ' 66862)']",[' 11444.5 '],"[' 4197     (Average Length', ' 2048.13 Splits', ' 0)']","[' 855571   (Deleted', ' 800211)']","[' 210      (Ratio', '   0.02%)']","[' 45314    (Ratio', '   5.30%)']","[' 855571   (Average Length', '   23.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 855571   (Average', ' 391.59 Max', ' 12414 Sum', ' 335033990)']","[' 855042   (Average', ' 390.49 Max', ' 12414 Sum', ' 334090254 Ratio', '  99.72%)']","[' 529      (Average', ' 1784.00 Max', ' 1784 Sum', ' 943736 Ratio', '   0.28%)']", ,[' 169488  '],[' 15813   '],[' 170490  '],[' 92426   '],"[' 311481   (Atom=Atom', ' 85715 Body=Body', ' 55485 Other', ' 170281)']",[' Yes'],"[' 19744    (Eliminated', '    0 Frozen', ' 19744)']","[' 5061     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.09931'],[' 0'], ,[' 167.457'],[' 0'],[' 21.4994'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.26845e+08'],[' 7.48052e+08'],[' 0'],[' 3.63024e+09'],[' 0'],[' 0'],[' 1775 '],[' 3458 '],[' 2 '],[' 0 ']
Solving...,TA64, , , ,[' 1'],[' 7935+'],[' 3970'],"[' 608.581s (Solving', ' 570.38s 1st Model', ' 423.96s Unsat', ' 0.00s)']",[' 606.844s'], ,[' 367208326'],"[' 2057426  (Analyzed', ' 873308)']","[' 5165     (Average', ' 169.08 Last', ' 118035)']",[' 11357.9 '],"[' 3970     (Average Length', ' 1933.48 Splits', ' 0)']","[' 873308   (Deleted', ' 822922)']","[' 180      (Ratio', '   0.02%)']","[' 44299    (Ratio', '   5.07%)']","[' 873308   (Average Length', '   23.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 873308   (Average', ' 376.99 Max', ' 11981 Sum', ' 329230153)']","[' 872800   (Average', ' 376.02 Max', ' 11963 Sum', ' 328378745 Ratio', '  99.74%)']","[' 508      (Average', ' 1676.00 Max', ' 1676 Sum', ' 851408 Ratio', '   0.26%)']", ,[' 169931  '],[' 15910   '],[' 170732  '],[' 92667   '],"[' 312503   (Atom=Atom', ' 85960 Body=Body', ' 55962 Other', ' 170581)']",[' Yes'],"[' 19649    (Eliminated', '    0 Frozen', ' 19649)']","[' 4500     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.54299'],[' 0'], ,[' 173.399'],[' 0'],[' 21.2257'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.17576e+08'],[' 7.38043e+08'],[' 0'],[' 4.10387e+09'],[' 0'],[' 0'],[' 1810 '],[' 3382 '],[' 2 '],[' 0 ']
Solving...,TA65, , , ,[' 1'],[' 8771+'],[' 4388'],"[' 610.770s (Solving', ' 568.64s 1st Model', ' 419.03s Unsat', ' 0.00s)']",[' 608.844s'], ,[' 361015161'],"[' 1711888  (Analyzed', ' 802455)']","[' 4934     (Average', ' 162.64 Last', ' 88447)']",[' 11124.7 '],"[' 4388     (Average Length', ' 2143.00 Splits', ' 0)']","[' 802455   (Deleted', ' 748890)']","[' 189      (Ratio', '   0.02%)']","[' 45294    (Ratio', '   5.64%)']","[' 802455   (Average Length', '   23.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 802455   (Average', ' 400.78 Max', ' 12189 Sum', ' 321610758)']","[' 801912   (Average', ' 399.42 Max', ' 12177 Sum', ' 320513355 Ratio', '  99.66%)']","[' 543      (Average', ' 2021.00 Max', ' 2021 Sum', ' 1097403 Ratio', '   0.34%)']", ,[' 169907  '],[' 15850   '],[' 171055  '],[' 92760   '],"[' 312672   (Atom=Atom', ' 86088 Body=Body', ' 55671 Other', ' 170913)']",[' Yes'],"[' 19958    (Eliminated', '    0 Frozen', ' 19958)']","[' 4785     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.13335'],[' 0'], ,[' 166.528'],[' 0'],[' 21.4699'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.10812e+08'],[' 7.33938e+08'],[' 0'],[' 3.60344e+09'],[' 0'],[' 0'],[' 1725 '],[' 3548 '],[' 2 '],[' 0 ']
Solving...,TA66, , , ,[' 1'],[' 8227+'],[' 4116'],"[' 608.724s (Solving', ' 569.76s 1st Model', ' 438.84s Unsat', ' 0.00s)']",[' 607.109s'], ,[' 367605132'],"[' 1590084  (Analyzed', ' 849062)']","[' 5095     (Average', ' 166.65 Last', ' 66217)']",[' 11083.3 '],"[' 4116     (Average Length', ' 2004.60 Splits', ' 0)']","[' 849062   (Deleted', ' 795948)']","[' 156      (Ratio', '   0.02%)']","[' 46312    (Ratio', '   5.45%)']","[' 849062   (Average Length', '   23.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 849062   (Average', ' 389.04 Max', ' 12150 Sum', ' 330320321)']","[' 848532   (Average', ' 387.85 Max', ' 12150 Sum', ' 329309611 Ratio', '  99.69%)']","[' 530      (Average', ' 1907.00 Max', ' 1907 Sum', ' 1010710 Ratio', '   0.31%)']", ,[' 170215  '],[' 15937   '],[' 171048  '],[' 92979   '],"[' 313160   (Atom=Atom', ' 86092 Body=Body', ' 55945 Other', ' 171123)']",[' Yes'],"[' 19759    (Eliminated', '    0 Frozen', ' 19759)']","[' 5182     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.64197'],[' 0'], ,[' 167.376'],[' 0'],[' 21.298'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.27926e+08'],[' 7.47488e+08'],[' 0'],[' 3.53343e+09'],[' 0'],[' 0'],[' 1779 '],[' 3548 '],[' 2 '],[' 0 ']
Solving...,TA67, , , ,[' 1'],[' 6997+'],[' 3501'],"[' 608.742s (Solving', ' 575.68s 1st Model', ' 467.70s Unsat', ' 0.00s)']",[' 605.234s'], ,[' 360927475'],"[' 1482230  (Analyzed', ' 856641)']","[' 4721     (Average', ' 181.45 Last', ' 128795)']",[' 10482.7 '],"[' 3501     (Average Length', ' 1711.06 Splits', ' 0)']","[' 856641   (Deleted', ' 805097)']","[' 211      (Ratio', '   0.02%)']","[' 46442    (Ratio', '   5.42%)']","[' 856641   (Average Length', '   23.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 856641   (Average', ' 385.51 Max', ' 12265 Sum', ' 330242362)']","[' 856177   (Average', ' 384.53 Max', ' 12265 Sum', ' 329407626 Ratio', '  99.75%)']","[' 464      (Average', ' 1799.00 Max', ' 1799 Sum', ' 834736 Ratio', '   0.25%)']", ,[' 169172  '],[' 15873   '],[' 169485  '],[' 92064   '],"[' 310465   (Atom=Atom', ' 85298 Body=Body', ' 55766 Other', ' 169401)']",[' Yes'],"[' 19155    (Eliminated', '    0 Frozen', ' 19155)']","[' 4531     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.57262'],[' 0'], ,[' 173.357'],[' 0'],[' 21.9184'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.92449e+08'],[' 7.14412e+08'],[' 0'],[' 3.4345e+09'],[' 0'],[' 0'],[' 1879 '],[' 3510 '],[' 2 '],[' 0 ']
Solving...,TA68, , , ,[' 1'],[' 7995+'],[' 4000'],"[' 610.786s (Solving', ' 570.38s 1st Model', ' 394.90s Unsat', ' 0.00s)']",[' 608.969s'], ,[' 355855290'],"[' 1216975  (Analyzed', ' 839330)']","[' 4604     (Average', ' 182.30 Last', ' 125969)']",[' 10737.0 '],"[' 4000     (Average Length', ' 1940.21 Splits', ' 0)']","[' 839330   (Deleted', ' 788273)']","[' 195      (Ratio', '   0.02%)']","[' 44227    (Ratio', '   5.27%)']","[' 839330   (Average Length', '   22.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 839330   (Average', ' 382.43 Max', ' 11771 Sum', ' 320986448)']","[' 838836   (Average', ' 381.43 Max', ' 11771 Sum', ' 320146154 Ratio', '  99.74%)']","[' 494      (Average', ' 1701.00 Max', ' 1701 Sum', ' 840294 Ratio', '   0.26%)']", ,[' 169349  '],[' 15821   '],[' 170194  '],[' 92248   '],"[' 311269   (Atom=Atom', ' 85686 Body=Body', ' 55656 Other', ' 169927)']",[' Yes'],"[' 19593    (Eliminated', '    0 Frozen', ' 19593)']","[' 4847     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.77018'],[' 0'], ,[' 164.538'],[' 0'],[' 21.1775'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.07978e+08'],[' 7.30473e+08'],[' 0'],[' 2.96375e+09'],[' 0'],[' 0'],[' 1764 '],[' 3487 '],[' 2 '],[' 0 ']
Solving...,TA69, , , ,[' 1'],[' 7129+'],[' 3567'],"[' 609.013s (Solving', ' 573.50s 1st Model', ' 450.18s Unsat', ' 0.00s)']",[' 606.625s'], ,[' 367032286'],"[' 1186244  (Analyzed', ' 851333)']","[' 4438     (Average', ' 191.83 Last', ' 93327)']",[' 10494.5 '],"[' 3567     (Average Length', ' 1743.72 Splits', ' 0)']","[' 851333   (Deleted', ' 796072)']","[' 203      (Ratio', '   0.02%)']","[' 47482    (Ratio', '   5.58%)']","[' 851333   (Average Length', '   24.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 851333   (Average', ' 394.45 Max', ' 11905 Sum', ' 335805718)']","[' 851032   (Average', ' 393.88 Max', ' 11905 Sum', ' 335320807 Ratio', '  99.86%)']","[' 301      (Average', ' 1611.00 Max', ' 1611 Sum', ' 484911 Ratio', '   0.14%)']", ,[' 169477  '],[' 15906   '],[' 169866  '],[' 92249   '],"[' 310813   (Atom=Atom', ' 85330 Body=Body', ' 55732 Other', ' 169751)']",[' Yes'],"[' 19256    (Eliminated', '    0 Frozen', ' 19256)']","[' 3032     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.84738'],[' 0'], ,[' 165.646'],[' 0'],[' 21.7051'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.309e+08'],[' 7.53755e+08'],[' 0'],[' 3.07986e+09'],[' 0'],[' 0'],[' 1947 '],[' 3687 '],[' 2 '],[' 0 ']
Solving...,TA70, , , ,[' 1'],[' 7659+'],[' 3832'],"[' 609.590s (Solving', ' 569.86s 1st Model', ' 348.61s Unsat', ' 0.00s)']",[' 606.031s'], ,[' 317863071'],"[' 2187846  (Analyzed', ' 748097)']","[' 4483     (Average', ' 166.87 Last', ' 173301)']",[' 11232.6 '],"[' 3832     (Average Length', ' 1870.04 Splits', ' 0)']","[' 748097   (Deleted', ' 696655)']","[' 216      (Ratio', '   0.03%)']","[' 43176    (Ratio', '   5.77%)']","[' 748097   (Average Length', '   25.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 748097   (Average', ' 376.10 Max', ' 12022 Sum', ' 281357344)']","[' 747452   (Average', ' 374.67 Max', ' 12022 Sum', ' 280287934 Ratio', '  99.62%)']","[' 645      (Average', ' 1658.00 Max', ' 1658 Sum', ' 1069410 Ratio', '   0.38%)']", ,[' 170396  '],[' 16008   '],[' 170997  '],[' 92945   '],"[' 312875   (Atom=Atom', ' 85860 Body=Body', ' 55996 Other', ' 171019)']",[' Yes'],"[' 19630    (Eliminated', '    0 Frozen', ' 19630)']","[' 5721     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.8219'],[' 0'], ,[' 177.621'],[' 0'],[' 20.9035'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.77961e+08'],[' 6.12294e+08'],[' 0'],[' 4.05488e+09'],[' 0'],[' 0'],[' 2054 '],[' 3808 '],[' 2 '],[' 0 ']
