Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,swv11, , ,[' 1'],[' 431+'],[' 224'],"[' 1000.613s (Solving', ' 999.10s 1st Model', ' 0.83s Unsat', ' 0.00s)']",[' 998.000s'], ,[' 55798198'],"[' 33783692 (Analyzed', ' 33769722)']","[' 62750    (Average', ' 538.16 Last', ' 113166)']",[' 1425.3  '],"[' 224      (Average Length', ' 106.95 Splits', ' 0)']","[' 33769722 (Deleted', ' 33382224)']","[' 9        (Ratio', '   0.00%)']","[' 5364     (Ratio', '   0.02%)']","[' 33769722 (Average Length', '   14.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 33769722 (Average', '  1.61 Max', ' 1741 Sum', ' 54279003)']","[' 33769394 (Average', '  1.61 Max', ' 1741 Sum', ' 54257306 Ratio', '  99.96%)']","[' 328      (Average', ' 66.15 Max', ' 156 Sum', '  21697 Ratio', '   0.04%)']", ,[' 68875   '],[' 3084    '],[' 68590   '],[' 37086   '],"[' 111254   (Atom=Atom', ' 34500 Body=Body', ' 15784 Other', ' 60970)']",[' Yes'],"[' 3299     (Eliminated', '    0 Frozen', ' 3299)']","[' 770      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.363936'],[' 0'], ,[' 795.997'],[' 0'],[' 12.2152'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.50593e+08'],[' 7.31796e+07'],[' 0'],[' 1.35541e+11'],[' 0'],[' 0'],[' 941 '],[' 1671 '],[' 2336 '],[' 2814 '],[' 3407 '],[' 4026 '],[' 4881 '],[' 5660 '],[' 8 '],[' 0 ']
Solving...,swv12, , ,[' 1'],[' 313+'],[' 165'],"[' 876.579s (Solving', ' 875.34s 1st Model', ' 0.86s Unsat', ' 0.55s)']",[' 873.875s'], ,[' 61610600'],"[' 37796034 (Analyzed', ' 37787023)']","[' 68045    (Average', ' 555.32 Last', ' 387809)']",[' 1327.3  '],"[' 165      (Average Length', ' 77.94 Splits', ' 0)']","[' 37787023 (Deleted', ' 37373781)']","[' 12       (Ratio', '   0.00%)']","[' 4561     (Ratio', '   0.01%)']","[' 37787023 (Average Length', '   14.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 37787023 (Average', '  1.59 Max', ' 1926 Sum', ' 60069200)']","[' 37786788 (Average', '  1.59 Max', ' 1926 Sum', ' 60056457 Ratio', '  99.98%)']","[' 235      (Average', ' 54.23 Max', ' 285 Sum', '  12743 Ratio', '   0.02%)']", ,[' 68372   '],[' 3004    '],[' 68028   '],[' 36663   '],"[' 109985   (Atom=Atom', ' 34157 Body=Body', ' 15704 Other', ' 60124)']",[' Yes'],"[' 3160     (Eliminated', '    0 Frozen', ' 3160)']","[' 624      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.276996'],[' 0'], ,[' 650.447'],[' 0'],[' 10.3067'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.58837e+08'],[' 7.2282e+07'],[' 0'],[' 9.94792e+10'],[' 0'],[' 0'],[' 745 '],[' 1458 '],[' 2363 '],[' 2941 '],[' 3159 '],[' 3838 '],[' 4665 '],[' 5371 '],[' 7 '],[' 1 ']
Solving...,swv13, , ,[' 1'],[' 299+'],[' 158'],"[' 927.443s (Solving', ' 926.35s 1st Model', ' 0.58s Unsat', ' 51.78s)']",[' 925.688s'], ,[' 60527131'],"[' 36598837 (Analyzed', ' 36591335)']","[' 66962    (Average', ' 546.45 Last', ' 131233)']",[' 1283.4  '],"[' 158      (Average Length', ' 74.65 Splits', ' 0)']","[' 36591335 (Deleted', ' 36206691)']","[' 28       (Ratio', '   0.00%)']","[' 6028     (Ratio', '   0.02%)']","[' 36591335 (Average Length', '   14.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 36591335 (Average', '  1.61 Max', ' 1843 Sum', ' 58953259)']","[' 36591022 (Average', '  1.61 Max', ' 1843 Sum', ' 58931349 Ratio', '  99.96%)']","[' 313      (Average', ' 70.00 Max', ' 120 Sum', '  21910 Ratio', '   0.04%)']", ,[' 68768   '],[' 3050    '],[' 68417   '],[' 37154   '],"[' 111458   (Atom=Atom', ' 34602 Body=Body', ' 15750 Other', ' 61106)']",[' Yes'],"[' 3199     (Eliminated', '    0 Frozen', ' 3199)']","[' 656      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.264844'],[' 0'], ,[' 715.319'],[' 0'],[' 11.343'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.62187e+08'],[' 7.65389e+07'],[' 0'],[' 1.20752e+11'],[' 0'],[' 0'],[' 681 '],[' 1441 '],[' 2371 '],[' 3014 '],[' 3559 '],[' 4348 '],[' 5206 '],[' 6319 '],[' 7 '],[' 1 ']
Solving...,swv14, , ,[' 1'],[' 365+'],[' 191'],"[' 875.998s (Solving', ' 874.53s 1st Model', ' 0.85s Unsat', ' 0.02s)']",[' 873.656s'], ,[' 66417130'],"[' 36507581 (Analyzed', ' 36494350)']","[' 65944    (Average', ' 553.41 Last', ' 77525)']",[' 1618.7  '],"[' 191      (Average Length', ' 89.97 Splits', ' 0)']","[' 36494350 (Deleted', ' 36119884)']","[' 12       (Ratio', '   0.00%)']","[' 5853     (Ratio', '   0.02%)']","[' 36494350 (Average Length', '   15.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 36494350 (Average', '  1.77 Max', ' 1974 Sum', ' 64703713)']","[' 36494179 (Average', '  1.77 Max', ' 1974 Sum', ' 64698133 Ratio', '  99.99%)']","[' 171      (Average', ' 32.63 Max', ' 117 Sum', '   5580 Ratio', '   0.01%)']", ,[' 69049   '],[' 3046    '],[' 68731   '],[' 37761   '],"[' 113279   (Atom=Atom', ' 35213 Body=Body', ' 15746 Other', ' 62320)']",[' Yes'],"[' 3228     (Eliminated', '    0 Frozen', ' 3228)']","[' 637      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.343709'],[' 0'], ,[' 661.871'],[' 0'],[' 11.2974'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.77612e+08'],[' 9.1621e+07'],[' 0'],[' 1.05421e+11'],[' 0'],[' 0'],[' 735 '],[' 1720 '],[' 2390 '],[' 2948 '],[' 3310 '],[' 4097 '],[' 4819 '],[' 5661 '],[' 7 '],[' 1 ']
Solving...,swv15, , ,[' 1'],[' 329+'],[' 173'],"[' 887.854s (Solving', ' 886.73s 1st Model', ' 0.56s Unsat', ' 12.11s)']",[' 885.766s'], ,[' 70690505'],"[' 38998862 (Analyzed', ' 38988765)']","[' 68087    (Average', ' 572.63 Last', ' 59058)']",[' 1502.6  '],"[' 173      (Average Length', ' 81.43 Splits', ' 0)']","[' 38988765 (Deleted', ' 38592438)']","[' 23       (Ratio', '   0.00%)']","[' 6277     (Ratio', '   0.02%)']","[' 38988765 (Average Length', '   15.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 38988765 (Average', '  1.77 Max', ' 1847 Sum', ' 68971770)']","[' 38988547 (Average', '  1.77 Max', ' 1847 Sum', ' 68962504 Ratio', '  99.99%)']","[' 218      (Average', ' 42.50 Max', ' 114 Sum', '   9266 Ratio', '   0.01%)']", ,[' 69422   '],[' 3126    '],[' 69086   '],[' 37917   '],"[' 113747   (Atom=Atom', ' 35289 Body=Body', ' 15826 Other', ' 62632)']",[' Yes'],"[' 3290     (Eliminated', '    0 Frozen', ' 3290)']","[' 801      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.301957'],[' 0'], ,[' 669.968'],[' 0'],[' 11.6094'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.9151e+08'],[' 9.76348e+07'],[' 0'],[' 1.1787e+11'],[' 0'],[' 0'],[' 1020 '],[' 1762 '],[' 2751 '],[' 3197 '],[' 3697 '],[' 4566 '],[' 5203 '],[' 5942 '],[' 7 '],[' 1 ']
Solving...,swv16, , , ,[' 243'],[' 130'],"[' 437.111s (Solving', ' 436.49s 1st Model', ' 0.27s Unsat', ' 60.92s)']",[' 436.969s'], ,[' 42004195'],"[' 32040719 (Analyzed', ' 32035526)']","[' 58720    (Average', ' 545.56 Last', ' 75653)']",[' 1128.1  '],"[' 130      (Average Length', ' 59.49 Splits', ' 0)']","[' 32035526 (Deleted', ' 31637354)']","[' 71       (Ratio', '   0.00%)']","[' 1973     (Ratio', '   0.01%)']","[' 32035526 (Average Length', '   11.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 32035526 (Average', '  1.28 Max', ' 1305 Sum', ' 41071681)']","[' 32035401 (Average', '  1.28 Max', ' 1305 Sum', ' 41068975 Ratio', '  99.99%)']","[' 125      (Average', ' 21.65 Max', '  78 Sum', '   2706 Ratio', '   0.01%)']", ,[' 49811   '],[' 2013    '],[' 49432   '],[' 28637   '],"[' 85907    (Atom=Atom', ' 27122 Body=Body', ' 14713 Other', ' 44072)']",[' Yes'],"[' 2134     (Eliminated', '    0 Frozen', ' 2134)']","[' 147      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.167881'],[' 0'], ,[' 272.745'],[' 0'],[' 6.09375'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.11532e+08'],[' 4.13963e+07'],[' 0'],[' 3.65626e+10'],[' 0'],[' 0'],[' 725 '],[' 1326 '],[' 1591 '],[' 1983 '],[' 2629 '],[' 3006 '],[' 3378 '],[' 3685 '],[' 3 '],[' 5 ']
Solving...,swv17, , , ,[' 241'],[' 129'],"[' 404.605s (Solving', ' 403.92s 1st Model', ' 0.14s Unsat', ' 28.72s)']",[' 403.844s'], ,[' 17925288'],"[' 11440088 (Analyzed', ' 11431128)']","[' 24721    (Average', ' 462.41 Last', ' 9211)']",[' 866.6   '],"[' 129      (Average Length', ' 60.16 Splits', ' 0)']","[' 11431128 (Deleted', ' 11260077)']","[' 72       (Ratio', '   0.00%)']","[' 2359     (Ratio', '   0.02%)']","[' 11431128 (Average Length', '   11.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11431128 (Average', '  1.53 Max', ' 1206 Sum', ' 17459406)']","[' 11431006 (Average', '  1.53 Max', ' 1206 Sum', ' 17455264 Ratio', '  99.98%)']","[' 122      (Average', ' 33.95 Max', '  99 Sum', '   4142 Ratio', '   0.02%)']", ,[' 50062   '],[' 2031    '],[' 49681   '],[' 28760   '],"[' 86276    (Atom=Atom', ' 27227 Body=Body', ' 14731 Other', ' 44318)']",[' Yes'],"[' 2150     (Eliminated', '    0 Frozen', ' 2150)']","[' 161      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.13882'],[' 0'], ,[' 342.434'],[' 0'],[' 5.88135'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.92545e+07'],[' 2.38249e+07'],[' 0'],[' 6.50717e+10'],[' 0'],[' 0'],[' 478 '],[' 996 '],[' 1375 '],[' 1858 '],[' 2421 '],[' 2734 '],[' 3311 '],[' 3737 '],[' 3 '],[' 5 ']
Solving...,swv18, , , ,[' 269'],[' 143'],"[' 375.028s (Solving', ' 374.26s 1st Model', ' 0.27s Unsat', ' 123.75s)']",[' 374.359s'], ,[' 21195991'],"[' 15921012 (Analyzed', ' 15908656)']","[' 32702    (Average', ' 486.47 Last', ' 26555)']",[' 1056.3  '],"[' 143      (Average Length', ' 66.13 Splits', ' 0)']","[' 15908656 (Deleted', ' 15679368)']","[' 78       (Ratio', '   0.00%)']","[' 1852     (Ratio', '   0.01%)']","[' 15908656 (Average Length', '   10.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15908656 (Average', '  1.30 Max', ' 1299 Sum', ' 20655217)']","[' 15908531 (Average', '  1.30 Max', ' 1299 Sum', ' 20653263 Ratio', '  99.99%)']","[' 125      (Average', ' 15.63 Max', '  72 Sum', '   1954 Ratio', '   0.01%)']", ,[' 50669   '],[' 2045    '],[' 50302   '],[' 28740   '],"[' 86216    (Atom=Atom', ' 27193 Body=Body', ' 14745 Other', ' 44278)']",[' Yes'],"[' 2178     (Eliminated', '    0 Frozen', ' 2178)']","[' 85       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.172613'],[' 0'], ,[' 285.656'],[' 0'],[' 5.69342'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.00468e+07'],[' 2.46509e+07'],[' 0'],[' 4.73285e+10'],[' 0'],[' 0'],[' 579 '],[' 1137 '],[' 1525 '],[' 2178 '],[' 2555 '],[' 2999 '],[' 3313 '],[' 3733 '],[' 2 '],[' 6 ']
Solving...,swv19, , ,[' 1'],[' 231+'],[' 124'],"[' 386.826s (Solving', ' 386.17s 1st Model', ' 0.20s Unsat', ' 10.78s)']",[' 385.859s'], ,[' 29617722'],"[' 21493988 (Analyzed', ' 21478289)']","[' 40380    (Average', ' 531.90 Last', ' 65473)']",[' 1022.5  '],"[' 124      (Average Length', ' 56.87 Splits', ' 0)']","[' 21478289 (Deleted', ' 21208620)']","[' 51       (Ratio', '   0.00%)']","[' 1989     (Ratio', '   0.01%)']","[' 21478289 (Average Length', '   12.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 21478289 (Average', '  1.34 Max', ' 1362 Sum', ' 28862590)']","[' 21478212 (Average', '  1.34 Max', ' 1362 Sum', ' 28861585 Ratio', ' 100.00%)']","[' 77       (Average', ' 13.05 Max', '  37 Sum', '   1005 Ratio', '   0.00%)']", ,[' 50418   '],[' 2050    '],[' 50032   '],[' 28836   '],"[' 86504    (Atom=Atom', ' 27284 Body=Body', ' 14750 Other', ' 44470)']",[' Yes'],"[' 2164     (Eliminated', '    0 Frozen', ' 2164)']","[' 108      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.157259'],[' 0'], ,[' 272.87'],[' 0'],[' 5.71496'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.90021e+07'],[' 3.0477e+07'],[' 0'],[' 4.54737e+10'],[' 0'],[' 0'],[' 719 '],[' 1080 '],[' 1574 '],[' 2314 '],[' 2733 '],[' 3112 '],[' 3482 '],[' 4099 '],[' 3 '],[' 5 ']
Solving...,swv20, , , ,[' 251'],[' 134'],"[' 176.468s (Solving', ' 175.76s 1st Model', ' 0.09s Unsat', ' 50.00s)']",[' 176.359s'], ,[' 5888219 '],"[' 4455910  (Analyzed', ' 4377222)']","[' 10531    (Average', ' 415.65 Last', ' 25628)']",[' 891.3   '],"[' 134      (Average Length', ' 62.90 Splits', ' 0)']","[' 4377222  (Deleted', ' 4304496)']","[' 111      (Ratio', '   0.00%)']","[' 1682     (Ratio', '   0.04%)']","[' 4377222  (Average Length', '    9.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4377222  (Average', '  1.28 Max', ' 1403 Sum', ' 5598007)']","[' 4377105  (Average', '  1.28 Max', ' 1300 Sum', ' 5597216 Ratio', '  99.99%)']","[' 117      (Average', '  6.76 Max', ' 103 Sum', '    791 Ratio', '   0.01%)']", ,[' 49650   '],[' 1974    '],[' 49275   '],[' 28332   '],"[' 84992    (Atom=Atom', ' 26856 Body=Body', ' 14674 Other', ' 43462)']",[' Yes'],"[' 2099     (Eliminated', '    0 Frozen', ' 2099)']","[' 8        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.14864'],[' 0'], ,[' 150.693'],[' 0'],[' 2.4746'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.68852e+07'],[' 6.94959e+06'],[' 0'],[' 2.94556e+10'],[' 0'],[' 0'],[' 500 '],[' 992 '],[' 1409 '],[' 1800 '],[' 2242 '],[' 2627 '],[' 3239 '],[' 3570 '],[' 1 '],[' 7 ']
